Province/State,Country/Region,Lat,Long,Dia-90,Dia-89,Dia-88,Dia-87,Dia-86,Dia-85,Dia-84,Dia-83,Dia-82,Dia-81,Dia-80,Dia-79,Dia-78,Dia-77,Dia-76,Dia-75,Dia-74,Dia-73,Dia-72,Dia-71,Dia-70,Dia-69,Dia-68,Dia-67,Dia-66,Dia-65,Dia-64,Dia-63,Dia-62,Dia-61,Dia-60,Dia-59,Dia-58,Dia-57,Dia-56,Dia-55,Dia-54,Dia-53,Dia-52,Dia-51,Dia-50,Dia-49,Dia-48,Dia-47,Dia-46,Dia-45,Dia-44,Dia-43,Dia-42,Dia-41,Dia-40,Dia-39,Dia-38,Dia-37,Dia-36,Dia-35,Dia-34,Dia-33,Dia-32,Dia-31,Dia-30,Dia-29,Dia-28,Dia-27,Dia-26,Dia-25,Dia-24,Dia-23,Dia-22,Dia-21,Dia-20,Dia-19,Dia-18,Dia-17,Dia-16,Dia-15,Dia-14,Dia-13,Dia-12,Dia-11,Dia-10,Dia-9,Dia-8,Dia-7,Dia-6,Dia-5,Dia-4,Dia-3,Dia-2,Dia-1,Clase
Xinjiang,China,411.129,852.401,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980
Yunnan,China,24.974,101.487,401,406,411,415,417,419,419,423,427,435,446,461,463,480,491,491,519,526,537,549,564,577,589,599,648,648,678,691,696,703,721,740,758,774,795,804,814,831,841,851,862,873,884,895,903,914,921,929,939,945,948,959,974,982,989,997,1000,1007,1010,1014,1021,1031,1039,1047,1064,1067,1089,1093,1102,1111,1118,1127,1131,1153,1162,1179,1183,1196,1207,1224,1238,1251,1274,1291,1300,1309,1318,1330,1344,1349,1362
Zhejiang,China,291.832,1.200.934,1385,1385,1385,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1388,1390,1392,1392,1393,1393,1393,1393,1393,1393,1393,1393,1393,1393,1393,1393,1395,1396,1396,1396,1398,1398,1398,1399,1399,1400,1400,1412,1412,1412,1412,1412,1417,1417,1417,1418,1418,1420,1420,1421,1428,1428,1429,1429,1429,1429,1430,1430,1431,1432,1433,1437,1437,1437,1438,1438,1439,1439,1439,1439,1439,1439,1440,1441,1442,1442,1442,1444,1446,1446,1446,1446
,Colombia,45.709,-742.973,4092746,4126340,4158716,4187194,4213074,4240982,4269297,4297302,4324230,4350495,4375861,4402582,4426811,4450086,4471622,4492537,4511960,4530610,4548142,4565372,4583442,4601335,4621260,4639466,4655921,4668750,4679994,4692570,4705734,4716798,4727846,4736349,4747775,4757139,4766829,4776291,4785320,4794414,4801050,4807979,4815063,4821603,4828583,4834634,4838984,4843007,4846955,4852323,4856595,4860622,4864629,4867761,4870922,4874169,4877323,4880516,4883932,4886897,4889537,4892235,4894702,4897150,4899085,4901163,4903304,4905258,4907264,4909086,4911082,4913031,4914881,4916980,4918649,4919773,4921410,4923197,4925000,4926772,4928578,4930249,4931563,4932998,4934568,4936052,4937596,4939251,4941064,4942249,4943622,4945203,4946811
,Comoros,-116.455,433.333,3912,3912,3912,3912,3912,3936,3943,3957,3957,3958,3958,3958,3966,3976,3979,3983,3996,3996,3996,3996,4002,4009,4009,4011,4011,4011,4011,4014,4014,4014,4021,4024,4024,4024,4025,4026,4028,4028,4028,4028,4029,4030,4030,4031,4031,4031,4031,4031,4035,4035,4038,4038,4038,4039,4039,4044,4044,4044,4050,4051,4054,4055,4055,4055,4062,4062,4065,4068,4072,4076,4083,4084,4086,4086,4090,4093,4093,4093,4094,4097,4100,4100,4100,4101,4104,4104,4106,4109,4110,4110,4112
,Congo (Brazzaville),-0.228,158.277,12485,12485,12485,12485,12596,12596,12695,12695,12695,12695,12790,12790,12790,12790,12790,12790,12790,12790,12790,12790,12933,12933,12933,12933,12998,13050,13050,13050,13117,13117,13117,13156,13156,13156,13156,13186,13186,13186,13216,13216,13216,13216,13216,13216,13216,13293,13293,13293,13356,13356,13356,13356,13398,13398,13398,13398,13398,13398,13398,13493,13493,13493,13533,13533,13533,13533,13588,13588,13588,13588,13588,13588,13588,13588,13588,13588,13701,13701,13701,13701,13701,13701,13701,13701,13701,13701,13701,13701,14014,14014,14014
,Congo (Kinshasa),-40.383,217.587,39395,39758,40254,40439,40836,40836,41353,41771,41959,42181,42617,42880,43019,43333,43694,43970,44139,44332,44512,44909,45211,45426,45426,46009,46356,46725,46866,47174,47404,47786,48128,48503,48768,48970,49251,49562,49917,49917,50193,50529,50793,51048,51254,51523,51889,51985,52292,52432,52432,52971,53136,53254,53346,53501,53620,53757,53899,53899,54009,54009,54009,54137,54226,54508,54508,54508,54863,54863,55146,55146,55307,55307,55307,55307,55877,55877,56085,56096,56096,56096,56215,56215,56322,56357,56387,56387,56387,56463,56463,56463,56463
,Costa Rica,97.489,-837.534,361005,361005,361005,364304,366161,367938,369540,371206,371206,371206,374324,375812,377091,378938,380482,380482,380482,380482,385069,386722,388298,389798,389798,389798,392781,394135,395667,397469,398608,398608,398608,398608,402044,403511,405206,406814,406814,406814,406814,411123,412918,414745,416677,416677,416677,420462,422344,424472,426474,428295,428295,428295,432149,434081,436276,438587,440647,440647,440647,445442,447672,450291,452997,455784,455784,455784,461145,463726,466574,469565,472315,472315,472315,478144,481100,483984,486959,489784,489784,489784,489784,496736,499461,502362,505163,505163,505163,510653,513384,515931,518632
,Cote dIvoire,7.54,-55.471,48058,48176,48192,48203,48242,48305,48378,48378,48513,48564,48580,48634,48693,48739,48776,48776,48776,48869,48903,48959,48999,49069,49125,49196,49219,49288,49288,49386,49473,49554,49592,49647,49699,49775,49911,50004,50135,50278,50341,50499,50650,50893,51028,51198,51380,51399,51548,51732,51926,52136,52202,52202,52423,52583,52836,52936,53247,53456,53645,53730,53787,54038,54299,54566,54856,55108,55518,55669,56148,56521,56608,56735,56855,57056,57159,57293,57424,57598,57784,58009,58148,58226,58341,58531,58743,58889,59020,59153,59239,59408,59558
,Croatia,45.1,15.2,359521,359607,359652,359666,359736,359872,359975,360067,360181,360237,360246,360342,360483,360593,360680,360768,360826,360841,360924,361079,361218,361349,361488,361595,361613,361759,361950,362129,362305,362496,362621,362648,362841,363039,363227,363397,363615,363758,363787,363973,364244,364491,364599,364832,365045,365089,365335,365716,366049,366357,366724,367022,367068,367409,367933,368419,368887,369392,369765,369838,370308,370985,371623,372219,372814,373191,373330,373998,374803,375601,376417,377299,377838,378022,378726,379963,380904,381946,383108,383915,384082,385056,386891,388260,389654,391109,391984,392248,393285,395097,396470
,Cuba,21.521.757,-77.781.167,177253,179656,182354,184943,188023,190993,193945,197253,200728,204247,207322,210913,214577,218396,224818,231568,238491,244914,250527,256607,263086,269546,275608,281887,288392,294449,300854,308599,316383,324115,332968,341152,349055,358378,366985,375721,384596,394343,403622,413251,422614,431013,439899,448792,458219,466169,475105,483710,491904,500216,509032,517668,526837,536609,545275,554247,564011,573751,583299,592619,602526,611163,619672,627311,634161,640438,646513,652855,659464,665672,672599,680453,689674,696904,704675,712992,720739,729133,737168,745202,753544,761060,768497,776125,784416,792933,801367,809911,818200,825351,832286
,Cyprus,351.264,334.299,74343,74569,74785,75099,75431,75860,76333,76862,77445,78022,78809,79636,80588,81581,82463,83423,84272,85104,86185,87305,88457,89410,90338,91196,92252,93247,94261,95307,96202,96991,97718,98569,99360,100129,100784,101419,101419,102223,102716,103314,103889,104469,104994,105593,105982,106428,107001,107485,107887,108306,108707,108872,109253,109665,110098,110518,110829,111140,111333,111666,112021,112278,112532,112856,113069,113277,113588,113875,114131,114366,114604,114899,115046,115269,115475,115657,115831,115973,116109,116209,116368,116494,116494,116494,116494,116494,116494,117235,117235,117508,117759
,Czechia,498.175,15.473,1666686,1666821,1666890,1666947,1667115,1667287,1667435,1667608,1667796,1667935,1668040,1668170,1668277,1668619,1668891,1669182,1669351,1669496,1669745,1670073,1670348,1670583,1670823,1671027,1671145,1671372,1671685,1671933,1672140,1672340,1672409,1672547,1672764,1673017,1673219,1673429,1673576,1673694,1673769,1673926,1674183,1674410,1674577,1674726,1674906,1675010,1675179,1675450,1675675,1675868,1676080,1676222,1676297,1676518,1676817,1677029,1677204,1677378,1677512,1677619,1677829,1678083,1678331,1678544,1678731,1678862,1678944,1679189,1679476,1679738,1680046,1680354,1680559,1680697,1681091,1681681,1682054,1682475,1682926,1683179,1683315,1683802,1684357,1684881,1685435,1685878,1686182,1686364,1686851,1687448,1687973
Faroe Islands,Denmark,618.926,-69.118,770,771,772,772,775,776,778,778,781,781,784,793,803,817,825,845,868,880,891,898,905,914,921,925,933,941,949,958,958,970,970,970,979,980,980,982,983,985,985,987,987,987,987,987,987,987,987,987,987,991,991,991,992,993,993,995,995,995,995,997,997,999,999,999,999,1000,1000,1001,1001,1002,1002,1006,1015,1020,1022,1022,1027,1032,1035,1035,1037,1041,1046,1050,1053,1059,1067,1070,1077,1078,1086
Greenland,Denmark,717.069,-426.043,50,50,50,50,50,50,50,50,50,50,51,51,51,51,51,52,55,55,64,65,65,69,72,78,81,83,83,84,85,89,92,92,92,108,117,118,119,122,122,130,135,151,160,168,175,182,187,201,221,235,245,245,249,257,273,285,296,298,298,305,310,313,318,329,329,333,333,334,343,347,347,349,353,353,360,377,377,382,390,395,395,409,433,441,454,464,464,469,504,528,541
,Denmark,562.639,95.018,292574,292769,292943,293094,293337,293677,294152,294478,294925,295317,295654,296196,296885,297543,298094,298614,299223,300071,301126,302328,303469,304429,305459,306100,306944,307764,308615,309420,310127,310876,311520,312292,312851,314135,314983,316068,316807,317700,318485,319295,320222,321154,322019,322965,323786,324721,325725,326887,327972,329010,329927,330777,331736,332622,333815,334799,335722,336746,337466,338240,339580,340567,341549,342474,343351,344088,344850,345693,346518,347212,347909,348347,348979,349440,349891,350405,350996,351553,351939,352373,352636,353061,353431,353744,354068,354393,354645,354913,355257,355603,355944
,Diamond Princess,0.0,0.0,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712
,Djibouti,118.251,425.903,11600,11600,11601,11601,11602,11602,11602,11602,11604,11605,11606,11609,11609,11614,11614,11614,11615,11621,11621,11621,11622,11622,11622,11627,11627,11628,11628,11628,11634,11634,11635,11637,11640,11647,11649,11651,11651,11652,11653,11655,11655,11656,11659,11659,11662,11663,11663,11669,11672,11676,11676,11682,11683,11689,11689,11689,11690,11690,11696,11698,11701,11707,11712,11721,11728,11741,11747,11750,11757,11765,11768,11775,11777,11785,11792,11807,11824,11839,11845,11860,11873,11897,11927,11960,11960,11960,12040,12085,12143,12207,12253
,Dominica,15.415,-61.371,192,192,193,193,193,193,193,194,194,194,194,194,197,197,197,197,197,199,199,199,199,199,206,206,206,206,206,209,209,209,209,209,209,210,210,210,210,218,218,218,218,218,218,218,367,388,412,412,412,412,576,943,953,953,953,953,953,953,1339,1339,1339,1339,1339,1339,1638,1638,1638,1638,1638,1832,1832,1832,1832,1998,1998,2175,2175,2280,2280,2280,2280,2634,2698,2758,2758,2758,2758,2908,2908,3134,3197
,Dominican Republic,187.357,-701.627,321073,322071,322778,323650,324364,325221,326193,327561,328376,328942,329531,330244,330941,331826,332384,333053,333681,334544,335079,335609,336144,336693,337147,337575,337738,337975,338291,338902,339302,339669,340053,340230,340498,340814,341179,341510,341905,342267,342660,342850,343186,343512,343829,344151,344495,344625,344836,345118,345325,345637,345960,346176,346459,346510,346693,346997,347370,347637,347835,348026,348249,348566,348915,349253,349620,349859,350017,350173,350468,350789,351200,351453,351738,351894,352009,352201,352441,352762,353071,353303,353542,353887,354169,354443,354716,355013,355150,355378,355721,356042,356321
,Ecuador,-18.312,-781.834,452234,453365,454336,455743,457489,458504,459538,461157,462142,462142,462649,463951,465029,465878,467073,467976,468346,468414,470882,471757,472722,473647,475215,476065,476312,477946,478615,479784,480720,480720,480720,480720,480720,480720,485673,486544,487372,487598,487598,487702,489089,490356,491185,491185,491831,491831,491831,491831,493767,493767,493767,493767,493767,493767,493767,495115,495115,495115,495115,498728,499196,499631,500084,500084,501049,501140,501201,501201,501201,502146,502146,502146,503767,503883,503883,504257,504781,505075,505262,505278,505278,505278,505628,505860,505860,505860,507003,507020,507020,507020,507020
,Egypt,26.820.553,30.802.498,279596,280005,280394,280770,281031,281282,281524,281722,281903,282082,282257,282421,282582,282737,282864,282985,283102,283212,283320,283409,283490,283567,283636,283636,283762,283813,283862,283906,283947,283985,284024,284059,284090,284128,284170,284215,284262,284311,284362,284415,284472,284523,284580,284641,284706,284789,284875,284966,285061,285158,285257,285358,285465,285577,285700,285831,285995,286168,286352,286541,286735,286938,287159,287393,287644,287899,288162,288441,288732,289035,289353,289684,290027,290395,290773,291172,291585,292018,292476,292957,293448,293951,294482,295051,295639,296276,296929,297608,298296,298988,299710
,El Salvador,137.942,-888.965,77484,77484,78572,78766,78766,78766,78766,78766,79790,79790,80235,80235,80235,80932,80932,80932,81644,81644,82130,82363,82605,82852,82852,82852,82852,82852,84144,84144,84691,84691,84691,84691,85779,86059,86059,86620,86620,86620,87498,87498,87498,88371,88371,88371,88371,88371,88371,90129,90129,90129,90129,90129,90129,90129,92135,92416,92686,92686,92686,92686,92686,94060,94060,94060,94060,94060,94060,94060,96067,96067,96067,96067,96067,96067,96067,96067,98122,98122,98122,98122,99701,99701,99701,99701,99701,99701,99701,102024,102024,102024,102024
,Equatorial Guinea,16.508,102.679,8712,8723,8723,8723,8734,8734,8742,8742,8759,8759,8759,8775,8775,8790,8790,8790,8790,8815,8815,8828,8828,8828,8828,8828,8828,8848,8848,8848,8863,8863,8863,8863,8880,8880,8880,8880,8880,8880,8911,8911,8928,8928,8940,8940,8951,8951,8951,8951,8951,8951,8972,8972,8972,8972,9010,9010,9049,9049,9049,9049,9096,9173,9173,9173,9173,9326,9326,9477,9477,9477,9760,9760,9760,9939,9939,9939,10284,10284,10498,10498,10498,10498,10792,11063,11063,11063,11063,11063,11544,11544,11806
,Eritrea,151.794,397.823,5720,5780,5780,5884,5936,6009,6028,6051,6074,6088,6127,6188,6224,6242,6259,6277,6284,6284,6327,6347,6382,6402,6402,6402,6442,6450,6473,6480,6491,6495,6495,6506,6517,6539,6544,6545,6547,6547,6559,6564,6568,6573,6576,6576,6576,6589,6589,6593,6597,6600,6601,6601,6603,6609,6611,6618,6618,6620,6623,6624,6632,6635,6636,6639,6639,6640,6642,6642,6642,6642,6646,6647,6648,6648,6651,6651,6654,6655,6655,6655,6657,6661,6663,6667,6669,6671,6671,6674,6680,6680,6680
,Estonia,585.953,250.136,130908,130941,130968,130983,131028,131064,131085,131123,131161,131188,131207,131257,131299,131357,131396,131460,131487,131508,131562,131618,131681,131743,131807,131848,131882,131963,132059,132179,132262,132368,132458,132524,132717,132891,133111,133308,133557,133685,133771,133978,134221,134479,134720,134950,135076,135223,135512,135856,136228,136500,136790,136992,137155,137514,137800,138157,138488,138706,138807,139126,139500,139937,140341,140692,141014,141344,141599,141956,142363,142837,143181,143533,143788,144001,144390,144878,145345,145885,146378,146707,146884,147357,147881,148391,148923,149314,149776,150142,150605,151292,151881
,Eswatini,-265.225,314.659,18989,19018,19035,19084,19084,19084,19084,19084,19084,19084,19084,19410,19522,19662,19779,19870,19918,20080,20280,20489,20693,20898,21062,21132,21243,21496,21736,21880,22156,22687,23005,23347,23708,24247,24848,25515,25979,26220,26628,27467,28535,29397,30377,30787,31060,31738,32798,33565,34585,35350,35851,36008,36514,37261,38030,38739,39530,40283,40455,40714,41229,41680,42157,42483,42719,42828,43054,43371,43626,43857,44014,44134,44176,44234,44379,44500,44646,44777,44831,44863,44976,45084,45178,45274,45317,45352,45380,45395,45502,45578,45633
,Ethiopia,9.145,404.897,275769,275881,275935,275974,276037,276174,276250,276323,276368,276435,276503,276598,276683,276799,276871,276984,277071,277137,277212,277318,277443,277536,277615,277696,277780,277877,277959,278105,278233,278446,278543,278717,278920,279153,279629,280024,280365,280565,280833,281300,281811,282498,283082,283667,284091,284531,285413,286286,287184,288159,288788,289274,289962,290818,291803,292731,293737,295019,295804,296731,297997,300092,301713,303171,305077,306117,306810,308134,309351,310994,312348,313468,314984,316174,317572,319101,320453,321787,322632,323104,323715,325379,327066,328735,330494,332003,332961,333698,335273,336762,338306
,Fiji,-177.134,178.065,3063,3329,3591,3832,4144,4418,4849,5253,5639,6161,6513,7149,7940,8661,9521,10027,10512,11385,12032,12032,13886,15291,16471,17514,18298,19352,20443,21361,21829,22513,23139,24424,25139,26196,27497,28660,29781,30413,31513,32733,33920,34888,35640,36322,36979,37582,37846,38414,38812,39456,39770,39770,40587,41177,41830,42611,43096,43294,43597,44188,44490,44745,45168,45373,45631,46027,46211,46716,47006,47256,47509,47709,47865,47993,48153,48393,48572,48715,48858,48986,49113,49244,49390,49587,49719,49880,49959,49959,49959,50270,50447
,Finland,6.192.411,25.748.151,94719,94989,95084,95168,95387,95742,95964,96180,96372,96463,96569,96791,97049,97349,97651,97944,98082,98215,98505,98888,99212,99592,99976,100156,100312,100773,101226,101630,102042,102612,102972,103239,103851,104495,105260,106008,106802,107321,107666,108358,109230,109982,110720,110885,112207,112656,113437,114281,115305,116231,116996,117531,117982,118647,119320,120186,120870,121543,122046,122417,123061,123635,124285,124855,125474,126093,126565,127182,127861,128544,129105,129192,130102,130510,131054,131686,132172,132662,132662,133638,133851,134305,134827,135314,135815,136206,136257,136257,137117,137594,138068
French Guiana,France,39.339,-531.258,27040,27040,27040,27286,27318,27415,27415,27628,27628,27628,27730,27730,27996,27996,28199,28199,28199,28281,28421,28421,28681,28681,28681,28681,28803,28995,29133,29285,29419,29419,29419,29533,29686,29814,29950,30040,30040,30040,30164,30329,30449,30449,30756,30756,30756,30875,31099,31276,31439,31633,31633,31633,31826,32180,32426,32426,32869,32869,32869,33060,33452,33452,33722,34166,34166,34166,34375,34375,35073,35073,35309,35309,35309,35721,36035,36221,36481,36481,36481,36481,36859,37210,37457,37756,38021,38021,38021,38266,38711,38965,39239
French Polynesia,France,-176.797,1.494.068,18994,18994,18994,19003,19003,19007,19007,19011,19011,19011,19017,19020,19022,19026,19026,19026,19026,19034,19042,19042,19058,19085,19085,19085,19127,19163,19195,19234,19234,19285,19285,19392,19494,19636,19875,19875,20048,20048,20480,20859,21316,21805,22459,22459,22459,23902,24977,25919,27036,28330,28330,28330,30541,32705,34327,35743,36372,36372,36372,39117,40178,40178,40178,40178,40178,40178,40178,40178,40178,40178,40178,40178,40178,40178,40178,40178,40178,40178,40178,40178,40178,40178,40178,40178,40178,40178,40178,40178,40178,40178,40178
Guadeloupe,France,16.265,-61.551,17427,17427,17427,17427,17539,17539,17539,17539,17539,17539,17684,17684,17684,17684,17684,17684,17684,17809,17809,17809,17809,17809,17809,17809,17982,17982,17982,17982,17982,17982,17982,18313,18313,18313,18313,18313,18313,18313,21125,21125,21125,21125,21125,21125,21125,21125,26771,26771,26771,26771,26771,26771,29760,35283,35283,35283,35283,35283,35283,37955,37955,37955,37955,37955,37955,37955,45393,45393,45393,45393,45393,45393,45393,45471,45471,49515,49515,49515,49515,49515,49515,51485,51485,51485,51485,51485,51485,52463,52463,52463,52463
Martinique,France,146.415,-610.242,12199,12199,12199,12199,12286,12286,12286,12286,12286,12286,12396,12396,12396,12396,12396,12396,12396,12807,12807,12807,12807,12807,12807,12807,14964,14964,14964,14964,14964,14964,14964,17215,17215,17215,17215,17215,17215,17215,22439,22439,23667,23667,24418,24418,24418,26747,27310,27883,27883,27883,27883,27883,30247,31485,32002,32002,33359,33359,33359,33821,33821,34722,34722,34722,35953,35953,35953,35953,35953,35953,37985,37985,37985,38198,38616,38786,39006,39006,39006,39006,39373,39651,39787,39946,40079,40079,40079,40239,40459,40572,40685
Mayotte,France,-128.275,45.166.244,19405,19405,19405,19412,19412,19412,19412,19412,19412,19412,19412,19412,19425,19425,19425,19425,19425,19450,19450,19450,19451,19451,19451,19451,19460,19460,19460,19460,19465,19465,19465,19474,19474,19474,19474,19494,19494,19494,19494,19503,19503,19518,19518,19518,19518,19546,19546,19546,19546,19567,19567,19567,19614,19614,19625,19648,19664,19664,19664,19682,19698,19717,19726,19739,19739,19739,19780,19804,19827,19827,19875,19875,19875,19925,19925,19947,19947,20015,20015,20015,20041,20067,20067,20067,20107,20107,20107,20107,20179,20198,20205
New Caledonia,France,-20.904.305,165.618.042,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,131,131,131,131,131,131,133,133,133,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,135,135,135,135,135,135,135,136,136,136,136,136,136,136,136,136,136,143,152,202,253,401,701,957,1348,1348,2460,2843,3401,3531,3603,4396,4727,5805
Reunion,France,-211.151,555.364,29502,29502,29502,29502,30583,30583,30583,30583,30583,30583,30583,31845,31845,31845,31845,31845,31845,31845,31845,33295,33295,33295,33295,33295,33295,33295,34615,34615,34615,34615,34615,34615,34615,37231,37231,37231,37231,37231,37231,40245,40245,40245,40245,40245,40245,40245,40245,43835,43835,43835,43835,43835,43835,46754,46754,46754,46754,46754,46754,46754,46754,48683,48683,48683,48683,48683,48683,48683,50346,50346,50346,50346,50346,50346,50346,51651,51651,51651,51651,51651,51651,52643,52643,52643,52643,52643,52643,52643,53241,53241,53241
Saint Barthelemy,France,17.9,-628.333,1040,1040,1043,1043,1043,1043,1043,1043,1043,1046,1046,1046,1046,1046,1046,1046,1052,1052,1052,1052,1052,1052,1057,1057,1057,1057,1057,1057,1057,1065,1065,1065,1065,1065,1065,1065,1221,1335,1335,1335,1335,1335,1335,1389,1399,1399,1453,1453,1453,1453,1453,1479,1479,1532,1532,1532,1532,1553,1553,1553,1553,1553,1553,1553,1592,1592,1592,1592,1592,1592,1592,1592,1592,1593,1593,1607,1607,1607,1607,1607,1607,1613,1613,1613,1613,1613,1613,1624,1624,1624,1624
Saint Pierre and Miquelon,France,468.852,-563.159,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
St Martin,France,180.708,-630.501,2314,2314,2367,2367,2367,2367,2367,2367,2367,2420,2420,2420,2420,2420,2420,2420,2472,2472,2472,2472,2472,2472,2523,2523,2523,2523,2523,2523,2523,2579,2579,2579,2579,2579,2579,2579,2641,2641,2641,2707,2707,2707,2707,2755,2755,2755,2872,2872,2872,2872,2872,2943,2943,3092,3092,3092,3092,3147,3147,3147,3147,3147,3147,3147,3356,3356,3356,3356,3356,3356,3356,3356,3356,3363,3363,3544,3544,3544,3544,3544,3544,3659,3659,3659,3659,3659,3659,3740,3740,3740,3740
Wallis and Futuna,France,-142.938,-1.781.165,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454
,France,462.276,22.137,5699818,5701946,5703524,5703780,5705863,5707142,5709806,5712276,5715282,5717831,5718270,5720593,5724395,5728837,5733214,5737910,5742166,5742783,5749593,5749593,5760374,5771282,5782231,5794763,5796453,5814442,5834523,5856432,5875702,5901326,5916568,5919170,5946041,5971078,5996132,6020331,6043802,6063402,6063402,6084067,6111503,6137948,6161967,6187722,6208172,6211471,6232682,6260194,6288585,6314823,6339250,6360422,6366015,6378738,6406369,6430319,6450822,6473458,6490758,6492581,6517026,6537883,6557287,6557287,6591438,6605068,6605068,6605068,6635813,6649966,6662874,6676210,6686620,6688909,6702711,6702711,6720301,6730199,6739800,6747479,6748770,6759097,6759097,6771911,6778846,6786260,6792074,6792074,6798722,6805130,6810965
,Gabon,-0.8037,116.094,24984,24984,24984,24984,24984,24984,25054,25076,25076,25076,25106,25106,25133,25133,25164,25164,25164,25198,25198,25245,25245,25260,25260,25260,25283,25283,25309,25309,25325,25325,25325,25344,25344,25370,25370,25384,25384,25384,25405,25405,25440,25440,25462,25462,25462,25487,25487,25529,25529,25564,25564,25564,25607,25607,25626,25626,25667,25667,25667,25717,25717,25762,25762,25762,25819,25819,25819,25888,25888,25888,26079,26079,26079,26177,26177,26379,26379,26638,26638,26638,26903,26903,27291,27291,27643,27643,27643,28120,28120,28726,28726
,Gambia,134.432,-153.101,6065,6069,6069,6069,6079,6079,6079,6079,6079,6079,6116,6116,6116,6183,6183,6282,6282,6328,6414,6521,6610,6610,6610,6920,6920,6920,6920,7161,7161,7333,7333,7333,7333,7709,7709,7709,7709,7709,7709,8296,8392,8505,8505,8603,8603,8603,8603,8920,8920,8920,8920,9195,9195,9195,9318,9318,9364,9364,9439,9470,9470,9470,9533,9533,9533,9626,9698,9698,9715,9715,9736,9736,9736,9789,9789,9789,9820,9820,9820,9848,9848,9848,9867,9867,9867,9867,9888,9888,9900,9900,9901
,Georgia,423.154,433.569,362183,362937,363522,363874,365068,366078,367058,368022,369048,369048,369886,371293,372685,373728,374836,376200,377152,377811,379673,381336,382734,384387,386195,387481,388329,390945,393360,395621,398081,400698,402759,404023,407689,410830,413626,416338,419534,422188,423843,428670,432903,436573,440353,444569,447913,450149,455846,461198,466326,471685,477264,481578,484254,490462,496376,501297,506040,510941,514744,517098,523022,528043,532171,536202,540449,543118,545033,549811,553697,556909,559943,562627,564837,565957,567922,570493,572948,575210,579031,580869,581815,585036,587551,589727,591766,593763,595264,595926,598396,600412,602065
,Germany,51.165.691,10.451.526,3733665,3734153,3734489,3734830,3735399,3736205,3736959,3737630,3738059,3738470,3738862,3739575,3740567,3741470,3742355,3743164,3743732,3744285,3745312,3746935,3748379,3749944,3751253,3752236,3753220,3754846,3756497,3758425,3760291,3761869,3763018,3764441,3766501,3769552,3772326,3774918,3776724,3778277,3779797,3782344,3786003,3789460,3792848,3795609,3797849,3800069,3803351,3808838,3814335,3819871,3824546,3828278,3831827,3837218,3846226,3854529,3863495,3870095,3876041,3881633,3898287,3911562,3923250,3925190,3933585,3940212,3947035,3965681,3979839,3993789,3996688,4014858,4013808,4020587,4039667,4044777,4068495,4071643,4080180,4087125,4093412,4102252,4115342,4127158,4137062,4144165,4149832,4155160,4162437,4173357,4183672
,Ghana,79.465,-10.232,95259,95259,95369,95476,95642,95914,95914,95914,96067,96317,96402,96402,96708,96971,96971,97130,97585,97585,97728,97728,98114,98114,98435,98817,98817,99160,99160,99160,100250,100747,101170,102103,102103,103019,103019,103019,103019,103019,104994,105512,106053,106434,106434,106750,108226,108226,108677,109022,109428,109736,110306,110710,111232,111232,112378,112928,112928,113957,114584,115102,115525,115525,116441,117040,117636,117636,118266,119436,119436,120003,120452,120452,120452,121307,122157,122543,122543,122779,122779,123521,123874,123874,123874,123874,124740,125005,125261,125565,125565,125830,126146
